Date,CHAR,  Ontario,    Ottawa-Gatineau,"      Ottawa-Gatineau, Quebec part","      Ottawa-Gatineau, Ontario part",    Kingston,    Belleville,    Peterborough,    Oshawa,    Toronto,    Hamilton,    St. Catharines - Niagara,    Kitchener - Cambridge - Waterloo,    Brantford,    Guelph,    London,    Windsor,    Barrie,    Greater Sudbury,    Thunder Bay
10/01/2023,      Unemployment,512.1,43,8,35,4.7,4,1.8,16.3,263.3,22.8,17,21.2,3.4,6.1,18.7,14.2,6.1,4.8,3
10/01/2023,Unemployment rate,6.1,4.8,4,5.1,4.9,6.5,2.5,6.8,6.7,5.2,7,5.8,4.2,5.8,5.6,7.1,4.7,5.2,4.5
10/01/2023,Participation rate,65.6,69.7,67.1,70.5,62,60.6,61.9,66.5,67.2,64.1,62.9,68.8,65.8,71.3,67.5,62.6,68.6,61.8,61.9
10/01/2023,Employment rate,61.6,66.3,64.3,66.9,59,56.5,60.4,61.9,62.7,60.8,58.5,64.9,63.1,67.3,63.7,58.2,65.3,58.5,59.2
11/01/2023,Population,12935.9,1282.2,296.1,986.1,155.6,94.9,117.9,360.9,5900,688.2,386.3,532.6,122.8,147.5,495.4,319.6,189.3,148.2,108.2
11/01/2023,   Labour force,8469.3,890.6,200,690.7,96.1,55.4,73.6,242.1,3952.8,442.6,243.3,365.2,81.2,107.6,332.8,199.4,128.7,92.9,66.7
11/01/2023,      Employment,7953.4,849.2,191.3,657.8,90.5,52.7,71.6,224.9,3690.3,419,225.7,342.6,77.7,101.5,313.6,184.4,122.6,87.2,63.6
11/01/2023,      Unemployment,515.8,41.5,8.7,32.8,5.5,2.7,2,17.2,262.6,23.5,17.6,22.6,3.4,6.1,19.2,15.1,6.1,5.7,3.1
11/01/2023,Unemployment rate,6.1,4.7,4.4,4.7,5.7,4.9,2.7,7.1,6.6,5.3,7.2,6.2,4.2,5.7,5.8,7.6,4.7,6.1,4.6
11/01/2023,Participation rate,65.5,69.5,67.5,70,61.8,58.4,62.4,67.1,67,64.3,63,68.6,66.1,72.9,67.2,62.4,68,62.7,61.6
11/01/2023,Employment rate,61.5,66.2,64.6,66.7,58.2,55.5,60.7,62.3,62.5,60.9,58.4,64.3,63.3,68.8,63.3,57.7,64.8,58.8,58.8
12/01/2023,Population,12971.3,1285.6,296.5,989.2,156.2,91.1,118.2,361.5,5920.9,689.5,387.2,534.6,122.9,147.9,496.9,320.6,189.7,148.4,108.3
12/01/2023,   Labour force,8460.5,890.3,199.9,690.5,96.3,48,74.9,243.3,3945.3,442.3,239.8,367.1,81.6,108.7,331.9,200.1,130.5,93.5,65.7
12/01/2023,      Employment,7938,849.1,190.6,658.4,90.5,46.1,72.1,226.3,3680.9,417.5,222.5,343,78,102.8,313.6,184.3,121.7,87.5,62.9
12/01/2023,      Unemployment,522.5,41.2,9.2,32,5.8,1.9,2.8,16.9,264.4,24.7,17.4,24.1,3.5,5.9,18.3,15.8,8.8,6,2.8
12/01/2023,Unemployment rate,6.2,4.6,4.6,4.6,6,4,3.7,6.9,6.7,5.6,7.3,6.6,4.3,5.4,5.5,7.9,6.7,6.4,4.3
12/01/2023,Participation rate,65.2,69.3,67.4,69.8,61.7,52.7,63.4,67.3,66.6,64.1,61.9,68.7,66.4,73.5,66.8,62.4,68.8,63,60.7
12/01/2023,Employment rate,61.2,66,64.3,66.6,57.9,50.6,61,62.6,62.2,60.6,57.5,64.2,63.5,69.5,63.1,57.5,64.2,59,58.1
01/01/2024,Population,13013.2,1289.6,296.8,992.7,156.8,91.1,118.5,362.3,5945.4,691,388.3,536.9,123.1,148.3,498.8,321.7,190.3,148.7,108.5
01/01/2024,   Labour force,8455.9,890.4,202.1,688.3,96.6,44.6,73.6,242.8,3942.5,444.3,235.3,368.7,83.1,109.1,330.9,200.8,133,93.4,64.6
01/01/2024,      Employment,7934.2,849.8,192.3,657.5,90.5,42.7,70.5,228.3,3674.2,417.5,218.3,343.7,79,104.4,312.1,186.4,123.6,87.5,61.9
01/01/2024,      Unemployment,521.8,40.6,9.8,30.8,6.1,1.8,3.1,14.6,268.3,26.8,17,24.9,4.1,4.7,18.8,14.4,9.4,5.9,2.7
01/01/2024,Unemployment rate,6.2,4.6,4.8,4.5,6.3,4,4.2,6,6.8,6,7.2,6.8,4.9,4.3,5.7,7.2,7.1,6.3,4.2
01/01/2024,Participation rate,65,69,68.1,69.3,61.6,49,62.1,67,66.3,64.3,60.6,68.7,67.5,73.6,66.3,62.4,69.9,62.8,59.5
01/01/2024,Employment rate,61,65.9,64.8,66.2,57.7,46.9,59.5,63,61.8,60.4,56.2,64,64.2,70.4,62.6,57.9,65,58.8,57.1
02/01/2024,Population,13056.1,1293.5,297.2,996.2,157.4,94.5,118.9,363.1,5970.5,692.5,389.4,539.3,123.3,148.7,500.8,322.9,190.8,148.9,108.7
02/01/2024,   Labour force,8466.9,892.6,203.4,689.2,96.3,40.4,72.3,243.2,3954.6,446.2,234,373.5,83.4,108,330.2,198.6,134.9,92.3,64
02/01/2024,      Employment,7932,851,193.9,657.1,89.9,38.4,68.3,229.4,3674.2,417.7,216.7,348.5,79.3,103.8,310.8,184,124.8,87,61.4
02/01/2024,      Unemployment,534.9,41.6,9.5,32.1,6.3,1.9,4,13.8,280.4,28.5,17.4,25,4.1,4.2,19.4,14.6,10,5.4,2.5
02/01/2024,Unemployment rate,6.3,4.7,4.7,4.7,6.5,4.7,5.5,5.7,7.1,6.4,7.4,6.7,4.9,3.9,5.9,7.4,7.4,5.9,3.9
02/01/2024,Participation rate,64.9,69,68.4,69.2,61.2,42.8,60.8,67,66.2,64.4,60.1,69.3,67.6,72.6,65.9,61.5,70.7,62,58.9
02/01/2024,Employment rate,60.8,65.8,65.2,66,57.1,40.6,57.4,63.2,61.5,60.3,55.6,64.6,64.3,69.8,62.1,57,65.4,58.4,56.5
